sa4_name,name,x,y
Sutherland,PAGEWOOD SENIOR CITIZENS CENTRE,151.21523853769853,-33.94283677321136
Sutherland,RHODES STREET RESERVE,151.22491722462317,-33.95271189727644
Sutherland,ST STEPHEN'S UNITING CHURCH YOUTH CENTRE,151.07172376067115,-33.979360330079835
Sutherland,FOX RESERVE,151.02561814912528,-33.956325358040594
Sutherland,,151.00517346254088,-33.95550580798419
Sutherland,,151.0102267447289,-33.95643407318775
Sutherland,,151.00786402730958,-33.962200054638984
Sutherland,OATLEY HEIGHTS PARK,151.06442912435713,-33.976568596659206
Sutherland,JUNEE RESERVE,151.10581018141343,-33.932141418597034
Sutherland,,151.11921997236172,-33.93277562927688
Sutherland,RIVERWOOD LIBRARY,151.0526955798476,-33.94755156696669
Sutherland,,151.0499884222973,-33.94625479271581
Sutherland,STELL RESERVE,151.04926407834432,-33.93440245764224
Sutherland,,151.06998702527446,-33.933834705580125
Sutherland,ST JOSEPH'S CHURCH,151.08245697900952,-33.98153238273967
Sutherland,ROSELANDS SHOPPING CENTRE,151.06910011140795,-33.93440563937807
Sutherland,,151.08061122406994,-33.93877597404659
Sutherland,SPOONER PARK,151.13226744760303,-33.9748629577326
Sutherland,STEVENS PARK,151.1333199982315,-33.974959293338735
Sutherland,ST GEORGE LEAGUES CLUB,151.1293923230608,-33.97477524490895
Sutherland,LEIGHTON PARK,151.12694625905115,-33.97886220118937
Sutherland,BARDWELL PARK BOTANICAL CHILDRENS RESERVE,151.12062453771574,-33.96158821794343
Sutherland,GILCHRIST PARK,151.1094881105621,-33.94192968117612
Sutherland,GILCHRIST PARK,151.10947445886472,-33.939826955932226
Sutherland,,151.10956296897135,-33.94121636387498
Sutherland,SHAW STREET RESERVE,151.11231492909815,-33.938056973648294
Sutherland,DOWSETT RESERVE,151.10398506975915,-33.944402995532414
Sutherland,FLYNNS RESERVE,151.10860517713058,-33.95494986244727
Sutherland,DONNELLY PARK,151.0959979042263,-33.98971749148905
Sutherland,DONNAN RESERVE,151.12526548600178,-33.94714081954712
Sutherland,BROADFORD STREET RESERVE,151.12411347121005,-33.94249091653242
